ID,Sexo,Ciudad,Asistencia,Nota_Final,Situación_Laboral,Nivel_Educativo_Prev,Conectividad_Hogar,Rango_Etario,Estado_Académico
L-2025-4426,F,La Matanza,32,"7,72",Empleo informal,Universitario incompleto,Si,35 a 44,Aprobado
L-2025-4427,F,La Matanza,35,"7,10",Empleo informal,Universitario incompleto,Si,25 a 34,Aprobado
L-2025-4428,M,General San Martín,36,"6,84",Empleo informal,Secundario completo,Si,25 a 34,Aprobado
L-2025-4429,M,Mar del Plata,34,"6,56",Ama de casa / tareas de cuidado,Secundario incompleto,Si,25 a 34,Aprobado
L-2025-4430,F,General San Martín,38,"8,91",Empleado en relación de dependencia,Secundario incompleto,Si,25 a 34,Aprobado
L-2025-4431,F,Merlo,38,"9,03",Empleado en relación de dependencia,Universitario incompleto,Si,25 a 34,Destacado
L-2025-4432,F,Mar del Plata,34,"8,20",Desempleado,Secundario incompleto,Si,45 a 54,Aprobado
L-2025-4433,M,La Matanza,36,"6,44",Empleado en relación de dependencia,Secundario incompleto,Si,55 y más,Aprobado
L-2025-4434,M,Lanús,37,"7,66",Desempleado,Universitario incompleto,Si,55 y más,Aprobado
L-2025-4435,M,Quilmes,33,"9,32",Monotributista / independiente,Terciario en curso,No,25 a 34,Destacado
L-2025-4436,F,General San Martín,33,"5,47",Monotributista / independiente,Primario completo,Si,18 a 24,Destacado
L-2025-4437,F,Quilmes,36,"9,23",Ama de casa / tareas de cuidado,Universitario completo,Si,25 a 34,Destacado
L-2025-4438,M,La Matanza,21,"6,35",Empleado en relación de dependencia,Secundario incompleto,Si,35 a 44,Aprobado
L-2025-4439,F,La Matanza,37,"5,10",No declara,Secundario completo,Si,35 a 44,Desaprobado
L-2025-4440,F,Quilmes,39,"9,91",Monotributista / independiente,Terciario en curso,Si,25 a 34,Destacado
L-2025-4441,M,La Matanza,35,"9,27",Empleo informal,Primario completo,Si,55 y más,Destacado
L-2025-4442,M,La Matanza,31,"4,42",No declara,Secundario completo,Si,55 y más,Desaprobado
L-2025-4443,M,Almirante Brown,33,"8,39",Desempleado,Terciario en curso,Si,45 a 54,Aprobado
L-2025-4444,M,La Plata,34,"4,19",Empleado en relación de dependencia,Secundario incompleto,Si,25 a 34,Destacado
L-2025-4445,F,Almirante Brown,30,"9,44",Monotributista / independiente,Secundario completo,No,25 a 34,Destacado
L-2025-4446,F,Merlo,37,"9,65",Empleo informal,Terciario en curso,No,25 a 34,Destacado
L-2025-4447,F,Merlo,35,"9,03",Empleo informal,Secundario incompleto,Si,45 a 54,Destacado
L-2025-4448,M,La Plata,34,"6,56",Empleo informal,Secundario completo,Si,35 a 44,Aprobado
L-2025-4449,M,La Matanza,39,"8,40",Monotributista / independiente,Secundario incompleto,Si,25 a 34,Aprobado
L-2025-4450,F,Quilmes,34,"6,93",Ama de casa / tareas de cuidado,Secundario completo,Si,55 y más,Aprobado
L-2025-4451,F,Lomas de Zamora,36,"6,86",Desempleado,Secundario incompleto,No,55 y más,Aprobado
L-2025-4452,F,La Matanza,35,"6,89",Monotributista / independiente,Primario incompleto,Si,25 a 34,Destacado
L-2025-4453,M,Lanús,33,"6,90",Desempleado,Secundario completo,Si,18 a 24,Aprobado
L-2025-4454,M,Almirante Brown,36,"7,61",Ama de casa / tareas de cuidado,Universitario completo,Si,18 a 24,Aprobado
L-2025-4455,F,Lomas de Zamora,35,"7,17",Ama de casa / tareas de cuidado,Secundario incompleto,Si,25 a 34,Aprobado
L-2025-4456,M,Lomas de Zamora,18,"7,45",Ama de casa / tareas de cuidado,Secundario completo,Si,25 a 34,Aprobado
L-2025-4457,F,La Matanza,30,"5,82",Monotributista / independiente,Secundario completo,Si,55 y más,Desaprobado
L-2025-4458,M,Mar del Plata,37,"8,47",Monotributista / independiente,Secundario completo,No,25 a 34,Aprobado
L-2025-4459,M,La Matanza,36,"9,74",Ama de casa / tareas de cuidado,Universitario completo,Si,25 a 34,Destacado
L-2025-4460,M,La Plata,37,"7,64",Monotributista / independiente,Secundario completo,Si,35 a 44,Aprobado
L-2025-4461,M,Merlo,35,"7,98",Ama de casa / tareas de cuidado,Secundario completo,Si,25 a 34,Aprobado
L-2025-4462,M,Mar del Plata,37,"8,91",Empleo informal,Secundario incompleto,Si,25 a 34,Aprobado
L-2025-4463,F,La Matanza,35,"6,62",No declara,Secundario completo,Si,25 a 34,Aprobado
L-2025-4464,M,Merlo,35,"6,50",Empleo informal,Secundario completo,Si,18 a 24,Aprobado
L-2025-4465,M,Lomas de Zamora,37,"5,89",Monotributista / independiente,Secundario completo,Si,55 y más,Desaprobado
L-2025-4466,F,La Matanza,33,"8,67",Desempleado,Terciario en curso,Si,25 a 34,Aprobado
L-2025-4467,M,La Matanza,34,"6,33",Empleado en relación de dependencia,Universitario incompleto,Si,35 a 44,Aprobado
L-2025-4468,M,La Matanza,35,"7,45",Empleo informal,Secundario incompleto,Si,35 a 44,Aprobado
L-2025-4469,F,Lomas de Zamora,33,"8,09",Monotributista / independiente,Terciario en curso,Si,25 a 34,Aprobado
L-2025-4470,M,La Matanza,33,"6,27",Empleado en relación de dependencia,Secundario completo,Si,55 y más,Aprobado
L-2025-4471,F,Quilmes,18,"9,69",Ama de casa / tareas de cuidado,Secundario completo,Si,25 a 34,Destacado
L-2025-4472,F,Mar del Plata,36,"9,01",Monotributista / independiente,Terciario completo,Si,25 a 34,Destacado
L-2025-4473,F,La Matanza,37,"5,52",Empleo informal,Primario incompleto,Si,35 a 44,Desaprobado
L-2025-4474,M,Lanús,31,"5,82",Empleo informal,Secundario incompleto,No,18 a 24,Desaprobado
L-2025-4475,F,La Matanza,17,"4,46",Ama de casa / tareas de cuidado,Secundario incompleto,No,25 a 34,Destacado
L-2025-4476,M,Mar del Plata,31,"5,66",Empleo informal,Secundario completo,Si,18 a 24,Desaprobado
L-2025-4477,F,La Matanza,35,"8,49",Desempleado,Universitario completo,Si,25 a 34,Aprobado
L-2025-4478,M,Mar del Plata,33,"6,58",Ama de casa / tareas de cuidado,Secundario incompleto,Si,18 a 24,Aprobado
L-2025-4479,F,General San Martín,34,"6,64",Empleado en relación de dependencia,Terciario en curso,Si,35 a 44,Aprobado
L-2025-4480,F,La Matanza,34,"4,82",Monotributista / independiente,Sin escolaridad formal,No,35 a 44,Desaprobado
L-2025-4481,F,La Plata,38,"5,93",Empleado en relación de dependencia,Primario completo,Si,18 a 24,Desaprobado
L-2025-4482,F,Almirante Brown,34,"8,33",Empleado en relación de dependencia,Secundario incompleto,Si,25 a 34,Aprobado
L-2025-4483,M,General San Martín,20,"8,98",Ama de casa / tareas de cuidado,Secundario completo,Si,35 a 44,Aprobado
L-2025-4484,F,Mar del Plata,37,"6,43",Desempleado,Secundario incompleto,Si,35 a 44,Aprobado
L-2025-4485,F,La Matanza,34,"3,43",Desempleado,Secundario completo,Si,55 y más,Desaprobado
L-2025-4486,M,La Plata,33,"6,67",Ama de casa / tareas de cuidado,Universitario incompleto,Si,18 a 24,Aprobado
L-2025-4487,M,Merlo,38,"5,21",Empleado en relación de dependencia,Secundario completo,Si,35 a 44,Desaprobado
L-2025-4488,M,La Matanza,34,"7,83",Monotributista / independiente,Secundario incompleto,Si,25 a 34,Aprobado
L-2025-4489,F,Quilmes,33,"7,84",Monotributista / independiente,Terciario en curso,Si,45 a 54,Aprobado
L-2025-4490,M,La Plata,35,"8,49",Monotributista / independiente,Secundario completo,Si,45 a 54,Aprobado
L-2025-4491,F,Avellaneda,18,"6,40",Empleado en relación de dependencia,Universitario completo,No,35 a 44,Aprobado
L-2025-4492,M,La Matanza,38,"10,00",Empleado en relación de dependencia,Terciario completo,Si,25 a 34,Destacado
L-2025-4493,M,Lomas de Zamora,35,"6,49",Monotributista / independiente,Universitario incompleto,Si,18 a 24,Aprobado
L-2025-4494,F,Lomas de Zamora,33,"7,93",Desempleado,Secundario completo,No,25 a 34,Aprobado
L-2025-4495,F,General San Martín,38,"6,88",Ama de casa / tareas de cuidado,Primario incompleto,No,25 a 34,Destacado
L-2025-4496,F,Mar del Plata,32,"8,32",Empleado en relación de dependencia,Terciario en curso,Si,18 a 24,Aprobado
L-2025-4497,F,Mar del Plata,35,"4,27",Desempleado,Sin escolaridad formal,Si,25 a 34,Aprobado
L-2025-4498,M,Mar del Plata,36,"5,91",Ama de casa / tareas de cuidado,Secundario completo,Si,55 y más,Desaprobado
L-2025-4499,F,General San Martín,36,"7,94",Empleado en relación de dependencia,Secundario incompleto,Si,45 a 54,Aprobado
L-2025-4500,M,Avellaneda,36,"8,02",Ama de casa / tareas de cuidado,Universitario incompleto,No,25 a 34,Aprobado
L-2025-4501,M,La Matanza,34,"4,73",Desempleado,Primario completo,No,55 y más,Desaprobado
L-2025-4502,M,Merlo,33,"9,50",Ama de casa / tareas de cuidado,Universitario incompleto,Si,25 a 34,Destacado
L-2025-4503,F,Lanús,35,"6,27",Desempleado,Secundario completo,Si,35 a 44,Aprobado
L-2025-4504,M,Merlo,36,"5,38",No declara,Terciario en curso,Si,55 y más,Desaprobado
L-2025-4505,F,Lomas de Zamora,33,"9,12",Empleado en relación de dependencia,Terciario en curso,Si,45 a 54,Destacado
L-2025-4506,M,La Plata,33,"9,14",No declara,Primario completo,Si,45 a 54,Destacado
L-2025-4507,M,La Matanza,22,"5,89",Trabajos esporádicos,Secundario incompleto,Si,18 a 24,Desaprobado
L-2025-4508,F,La Matanza,31,"5,47",Desempleado,Sin escolaridad formal,Si,35 a 44,Desaprobado
L-2025-4509,F,General San Martín,33,"6,85",Empleo informal,Secundario incompleto,Si,18 a 24,Aprobado
L-2025-4510,M,Mar del Plata,34,"7,15",Empleo informal,Universitario incompleto,Si,45 a 54,Aprobado
L-2025-4511,F,Quilmes,33,"7,81",Empleado en relación de dependencia,Secundario completo,Si,25 a 34,Aprobado
L-2025-4512,F,Mar del Plata,34,"4,77",No declara,Secundario completo,Si,55 y más,Desaprobado
L-2025-4513,F,Quilmes,33,"8,20",Desempleado,Terciario en curso,Si,25 a 34,Aprobado
L-2025-4514,F,General San Martín,35,"8,59",Empleado en relación de dependencia,Terciario completo,Si,45 a 54,Aprobado
L-2025-4515,F,Lanús,21,"5,80",Ama de casa / tareas de cuidado,Secundario completo,Si,35 a 44,Desaprobado
L-2025-4516,F,La Matanza,36,"4,46",Empleo informal,Sin escolaridad formal,Si,45 a 54,Destacado
L-2025-4517,M,Mar del Plata,34,"8,57",Empleo informal,Secundario incompleto,Si,45 a 54,Aprobado
L-2025-4518,F,La Plata,35,"2,99",Empleado en relación de dependencia,Terciario completo,Si,55 y más,Desaprobado
L-2025-4519,M,La Plata,34,"6,90",Monotributista / independiente,Primario completo,Si,25 a 34,Aprobado
L-2025-4520,M,La Matanza,38,"7,63",Desempleado,Terciario en curso,Si,25 a 34,Aprobado
L-2025-4521,M,La Matanza,36,"6,14",Ama de casa / tareas de cuidado,Secundario completo,Si,35 a 44,Aprobado
L-2025-4522,F,Merlo,31,"6,40",Desempleado,Secundario completo,Si,35 a 44,Aprobado
L-2025-4523,M,Quilmes,29,"7,76",No declara,Secundario incompleto,Si,55 y más,Aprobado
L-2025-4524,M,Quilmes,39,"2,23",Monotributista / independiente,Secundario incompleto,No,55 y más,Desaprobado
L-2025-4525,M,Lomas de Zamora,18,"4,40",Ama de casa / tareas de cuidado,Secundario completo,Si,55 y más,Desaprobado
L-2025-4526,M,Quilmes,32,"8,98",Monotributista / independiente,Universitario incompleto,Si,45 a 54,Aprobado
L-2025-4527,F,Lomas de Zamora,35,"7,92",Empleado en relación de dependencia,Universitario incompleto,Si,25 a 34,Aprobado
L-2025-4528,F,La Plata,33,"4,42",Empleado en relación de dependencia,Secundario incompleto,No,25 a 34,Destacado
L-2025-4529,M,La Matanza,38,"7,03",Ama de casa / tareas de cuidado,Primario incompleto,No,25 a 34,Aprobado
L-2025-4530,M,La Matanza,16,"8,07",Empleado en relación de dependencia,Secundario completo,Si,25 a 34,Aprobado
L-2025-4531,M,General San Martín,37,"6,08",Desempleado,Terciario completo,Si,18 a 24,Aprobado
L-2025-4532,F,Lanús,35,"8,23",Desempleado,Terciario completo,Si,25 a 34,Aprobado
L-2025-4533,M,General San Martín,33,"7,79",Empleado en relación de dependencia,Universitario completo,Si,35 a 44,Aprobado
L-2025-4534,M,Lanús,20,"8,51",Empleado en relación de dependencia,Secundario completo,Si,25 a 34,Aprobado
L-2025-4535,M,Mar del Plata,21,"7,15",Empleado en relación de dependencia,Primario incompleto,Si,45 a 54,Aprobado
L-2025-4536,F,La Plata,38,"9,61",Empleo informal,Secundario completo,Si,45 a 54,Destacado
L-2025-4537,M,Quilmes,34,"10,00",Monotributista / independiente,Universitario incompleto,Si,25 a 34,Destacado
L-2025-4538,F,Avellaneda,33,"8,09",Empleado en relación de dependencia,Secundario incompleto,Si,45 a 54,Aprobado
L-2025-4539,M,La Matanza,35,"4,15",Desempleado,Secundario completo,Si,45 a 54,Destacado
L-2025-4540,F,La Matanza,35,"9,02",Empleado en relación de dependencia,Secundario completo,No,25 a 34,Destacado
L-2025-4541,F,Lanús,33,"7,29",Empleado en relación de dependencia,Secundario incompleto,Si,35 a 44,Aprobado
L-2025-4542,F,Avellaneda,36,"4,15",Monotributista / independiente,Secundario completo,No,35 a 44,Desaprobado
L-2025-4543,F,General San Martín,35,"9,46",Empleado en relación de dependencia,Secundario completo,No,25 a 34,Destacado
L-2025-4544,M,Mar del Plata,32,"4,46",Monotributista / independiente,Sin escolaridad formal,No,25 a 34,Destacado
L-2025-4545,F,Avellaneda,30,"7,67",Ama de casa / tareas de cuidado,Sin escolaridad formal,No,25 a 34,Aprobado
L-2025-4546,M,Lomas de Zamora,34,"8,73",Ama de casa / tareas de cuidado,Secundario incompleto,Si,25 a 34,Aprobado
L-2025-4547,F,Lomas de Zamora,34,"4,22",Monotributista / independiente,Secundario completo,Si,45 a 54,Destacado
L-2025-4548,M,Mar del Plata,34,"4,93",Empleado en relación de dependencia,Terciario completo,No,35 a 44,Desaprobado
L-2025-4549,M,La Matanza,33,"4,62",Trabajos esporádicos,Terciario en curso,Si,35 a 44,Desaprobado
L-2025-4550,M,La Matanza,36,"6,58",Ama de casa / tareas de cuidado,Secundario completo,No,35 a 44,Aprobado
L-2025-4551,F,La Matanza,36,"3,88",Empleo informal,Primario completo,No,55 y más,Desaprobado
L-2025-4552,M,Avellaneda,38,"5,70",Desempleado,Secundario incompleto,Si,35 a 44,Desaprobado
L-2025-4553,M,La Matanza,21,"7,32",Empleado en relación de dependencia,Sin escolaridad formal,Si,35 a 44,Aprobado
L-2025-4554,F,La Matanza,32,"7,30",Monotributista / independiente,Universitario incompleto,Si,45 a 54,Aprobado
L-2025-4555,F,Mar del Plata,35,"5,68",Ama de casa / tareas de cuidado,Secundario incompleto,No,18 a 24,Desaprobado
L-2025-4556,M,La Matanza,34,"6,02",Empleado en relación de dependencia,Universitario completo,Si,35 a 44,Aprobado
L-2025-4557,F,La Matanza,35,"8,53",Empleado en relación de dependencia,Secundario completo,Si,25 a 34,Aprobado
L-2025-4558,F,La Matanza,34,"7,67",Empleo informal,Secundario completo,Si,25 a 34,Aprobado
L-2025-4559,M,Avellaneda,34,"8,24",Ama de casa / tareas de cuidado,Secundario completo,Si,45 a 54,Aprobado
L-2025-4560,M,Avellaneda,35,"8,59",Empleo informal,Secundario incompleto,Si,45 a 54,Aprobado
L-2025-4561,F,Avellaneda,31,"7,86",Monotributista / independiente,Sin escolaridad formal,Si,45 a 54,Aprobado
L-2025-4562,F,Lomas de Zamora,34,"6,62",Empleado en relación de dependencia,Secundario completo,Si,35 a 44,Aprobado
L-2025-4563,F,General San Martín,35,"7,15",Empleado en relación de dependencia,Secundario completo,Si,35 a 44,Aprobado
L-2025-4564,M,La Matanza,35,"6,16",Empleo informal,Universitario completo,Si,35 a 44,Aprobado
L-2025-4565,M,La Matanza,30,"6,11",Ama de casa / tareas de cuidado,Terciario completo,Si,35 a 44,Aprobado
L-2025-4566,F,La Matanza,37,"8,39",Empleado en relación de dependencia,Secundario completo,Si,25 a 34,Aprobado
L-2025-4567,M,La Matanza,32,"8,17",Monotributista / independiente,Secundario completo,No,25 a 34,Aprobado
L-2025-4568,M,Merlo,31,"8,51",Empleo informal,Secundario completo,Si,25 a 34,Aprobado
L-2025-4569,M,Lomas de Zamora,21,"8,80",Ama de casa / tareas de cuidado,Universitario incompleto,Si,25 a 34,Aprobado
L-2025-4570,F,La Plata,32,"6,88",Empleado en relación de dependencia,Primario incompleto,Si,45 a 54,Aprobado
L-2025-4571,M,Mar del Plata,35,"4,99",Empleado en relación de dependencia,Secundario completo,Si,55 y más,Desaprobado
L-2025-4572,M,General San Martín,16,"8,42",Ama de casa / tareas de cuidado,Secundario incompleto,No,25 a 34,Aprobado
L-2025-4573,F,Lomas de Zamora,39,"9,09",Empleo informal,Universitario incompleto,Si,25 a 34,Destacado
L-2025-4574,M,La Plata,35,"5,96",Empleo informal,Secundario incompleto,Si,18 a 24,Desaprobado
L-2025-4575,F,La Matanza,38,"5,15",No declara,Primario completo,Si,35 a 44,Desaprobado
L-2025-4576,F,Almirante Brown,35,"7,94",Empleo informal,Universitario incompleto,Si,25 a 34,Aprobado
L-2025-4577,M,La Matanza,21,"8,35",Empleado en relación de dependencia,Universitario incompleto,Si,25 a 34,Aprobado
L-2025-4578,M,Mar del Plata,33,"7,48",No declara,Primario completo,Si,25 a 34,Aprobado
L-2025-4579,M,Avellaneda,34,"7,16",Desempleado,Primario completo,Si,55 y más,Aprobado
L-2025-4580,F,La Matanza,34,"8,66",Ama de casa / tareas de cuidado,Secundario completo,Si,45 a 54,Aprobado
L-2025-4581,M,Lanús,38,"10,00",Empleado en relación de dependencia,Primario completo,Si,25 a 34,Destacado
L-2025-4582,F,Almirante Brown,32,"5,27",Empleo informal,Secundario incompleto,Si,35 a 44,Desaprobado
L-2025-4583,F,La Plata,38,"6,54",Empleado en relación de dependencia,Secundario completo,Si,25 a 34,Aprobado
L-2025-4584,F,Mar del Plata,35,"6,57",Empleado en relación de dependencia,Secundario incompleto,Si,35 a 44,Aprobado
L-2025-4585,M,Avellaneda,37,"6,54",Monotributista / independiente,Terciario en curso,No,55 y más,Aprobado
L-2025-4586,F,Almirante Brown,36,"9,54",Ama de casa / tareas de cuidado,Secundario incompleto,Si,45 a 54,Destacado
L-2025-4587,F,Almirante Brown,33,"4,46",Empleado en relación de dependencia,Secundario completo,Si,25 a 34,Destacado
L-2025-4588,M,La Plata,32,"8,20",Empleado en relación de dependencia,Secundario completo,No,45 a 54,Aprobado
L-2025-4589,M,Mar del Plata,34,"8,92",Desempleado,Secundario incompleto,No,25 a 34,Aprobado
L-2025-4590,M,Lomas de Zamora,20,"9,03",Ama de casa / tareas de cuidado,Terciario completo,Si,45 a 54,Destacado
L-2025-4591,M,Merlo,34,"8,76",Desempleado,Secundario completo,Si,25 a 34,Aprobado
L-2025-4592,F,La Matanza,36,"4,56",Empleo informal,Terciario completo,Si,35 a 44,Desaprobado
L-2025-4593,M,Mar del Plata,32,"8,37",Empleo informal,Secundario completo,Si,35 a 44,Aprobado
L-2025-4594,M,La Matanza,35,"8,97",Desempleado,Secundario completo,Si,25 a 34,Aprobado
L-2025-4595,M,La Matanza,35,"7,03",Desempleado,Primario incompleto,Si,45 a 54,Aprobado
L-2025-4596,M,La Matanza,36,"5,64",Desempleado,Secundario completo,Si,55 y más,Desaprobado
L-2025-4597,M,Avellaneda,35,"8,21",Empleo informal,Secundario completo,Si,25 a 34,Aprobado
L-2025-4598,M,Avellaneda,32,"7,23",Empleado en relación de dependencia,Primario incompleto,Si,35 a 44,Aprobado
L-2025-4599,F,General San Martín,38,"9,28",Ama de casa / tareas de cuidado,Primario completo,Si,25 a 34,Destacado
L-2025-4600,M,Lomas de Zamora,36,"6,65",Monotributista / independiente,Secundario completo,Si,35 a 44,Aprobado
L-2025-4601,F,La Plata,33,"4,81",Empleado en relación de dependencia,Secundario incompleto,Si,35 a 44,Desaprobado
L-2025-4602,F,Quilmes,35,"5,93",Empleado en relación de dependencia,Secundario incompleto,No,35 a 44,Desaprobado
L-2025-4603,F,Lomas de Zamora,34,"8,76",Empleado en relación de dependencia,Secundario completo,Si,25 a 34,Aprobado
L-2025-4604,F,General San Martín,35,"7,42",Empleado en relación de dependencia,Secundario completo,No,25 a 34,Aprobado
L-2025-4605,M,Mar del Plata,21,"7,95",Empleado en relación de dependencia,Secundario completo,Si,35 a 44,Aprobado
L-2025-4606,M,Quilmes,36,"9,22",Empleado en relación de dependencia,Universitario incompleto,Si,25 a 34,Destacado
L-2025-4607,M,La Plata,35,"6,96",Empleado en relación de dependencia,Secundario completo,No,35 a 44,Aprobado
L-2025-4608,F,Quilmes,34,"8,30",Desempleado,Primario completo,Si,25 a 34,Aprobado
L-2025-4609,F,Lanús,33,"6,45",Empleado en relación de dependencia,Universitario incompleto,Si,35 a 44,Aprobado
L-2025-4610,M,General San Martín,33,"4,08",Desempleado,Secundario completo,Si,55 y más,Desaprobado
L-2025-4611,F,La Matanza,37,"8,92",Desempleado,Secundario completo,Si,25 a 34,Aprobado
L-2025-4612,M,La Plata,20,"8,36",Ama de casa / tareas de cuidado,Universitario completo,Si,25 a 34,Aprobado
L-2025-4613,M,Quilmes,34,"9,28",Desempleado,Secundario completo,Si,45 a 54,Destacado
L-2025-4614,M,Quilmes,38,"7,94",Ama de casa / tareas de cuidado,Universitario incompleto,Si,25 a 34,Aprobado
L-2025-4615,M,La Matanza,33,"8,41",Empleado en relación de dependencia,Secundario completo,Si,25 a 34,Aprobado
L-2025-4616,F,Merlo,35,"7,66",Monotributista / independiente,Primario completo,Si,45 a 54,Aprobado
L-2025-4617,M,La Matanza,38,"6,47",Monotributista / independiente,Universitario incompleto,Si,18 a 24,Aprobado
L-2025-4618,F,Almirante Brown,21,"4,99",Empleado en relación de dependencia,Primario incompleto,Si,35 a 44,Desaprobado
L-2025-4619,F,La Matanza,36,"8,59",Desempleado,Universitario completo,Si,25 a 34,Aprobado
L-2025-4620,F,Lanús,28,"7,61",Monotributista / independiente,Universitario incompleto,No,25 a 34,Aprobado
L-2025-4621,F,Lomas de Zamora,38,"6,00",Monotributista / independiente,Universitario incompleto,No,35 a 44,Desaprobado
L-2025-4622,M,Almirante Brown,38,"8,80",Desempleado,Universitario completo,No,25 a 34,Aprobado
L-2025-4623,F,Lomas de Zamora,33,"5,77",No declara,Secundario completo,No,35 a 44,Desaprobado
L-2025-4624,F,General San Martín,18,"6,45",Empleado en relación de dependencia,Secundario incompleto,Si,45 a 54,Aprobado
L-2025-4625,F,La Plata,34,"4,57",Monotributista / independiente,Secundario completo,No,55 y más,Desaprobado
L-2025-4626,M,General San Martín,34,"4,87",Empleado en relación de dependencia,Secundario incompleto,No,35 a 44,Desaprobado
L-2025-4627,F,La Matanza,36,"6,91",Desempleado,Secundario incompleto,Si,25 a 34,Aprobado
L-2025-4628,F,General San Martín,34,"7,63",Monotributista / independiente,Secundario completo,Si,25 a 34,Aprobado
L-2025-4629,F,La Matanza,34,"7,51",Empleado en relación de dependencia,Universitario incompleto,Si,25 a 34,Aprobado
L-2025-4630,F,Mar del Plata,31,"4,11",Empleo informal,Secundario completo,Si,55 y más,Desaprobado
L-2025-4631,M,La Plata,36,"7,27",Monotributista / independiente,Secundario completo,Si,55 y más,Aprobado
L-2025-4632,M,Quilmes,35,"8,46",Monotributista / independiente,Secundario completo,Si,25 a 34,Aprobado
L-2025-4633,F,La Plata,21,"7,09",Empleado en relación de dependencia,Secundario completo,No,18 a 24,Aprobado
L-2025-4634,M,La Matanza,35,"7,34",Empleo informal,Secundario completo,Si,35 a 44,Aprobado
L-2025-4635,M,Quilmes,33,"8,32",Empleo informal,Secundario completo,Si,25 a 34,Aprobado
L-2025-4636,M,Almirante Brown,32,"8,10",Desempleado,Terciario en curso,No,35 a 44,Aprobado
L-2025-4637,M,La Matanza,32,"7,42",Monotributista / independiente,Secundario completo,Si,45 a 54,Aprobado
L-2025-4638,F,La Matanza,15,"5,57",Empleado en relación de dependencia,Secundario completo,Si,25 a 34,Desaprobado
L-2025-4639,M,Mar del Plata,32,"9,16",Empleo informal,Primario completo,Si,55 y más,Destacado
L-2025-4640,F,La Plata,33,"7,70",Empleado en relación de dependencia,Secundario completo,Si,25 a 34,Aprobado
L-2025-4641,F,Mar del Plata,33,"8,08",Empleado en relación de dependencia,Secundario completo,No,45 a 54,Aprobado
L-2025-4642,M,La Plata,33,"8,66",Monotributista / independiente,Secundario completo,Si,45 a 54,Aprobado
L-2025-4643,F,Mar del Plata,33,"3,59",Monotributista / independiente,Secundario completo,Si,45 a 54,Desaprobado
L-2025-4644,F,Lomas de Zamora,35,"8,53",Monotributista / independiente,Secundario completo,Si,25 a 34,Aprobado
L-2025-4645,M,La Matanza,35,"8,36",Empleo informal,Secundario completo,Si,25 a 34,Aprobado
L-2025-4646,M,Lomas de Zamora,22,"6,33",Ama de casa / tareas de cuidado,Secundario completo,Si,35 a 44,Aprobado
L-2025-4647,M,La Plata,33,"3,35",Empleado en relación de dependencia,Secundario incompleto,Si,55 y más,Desaprobado
L-2025-4648,F,La Matanza,36,"4,94",Empleo informal,Secundario completo,No,18 a 24,Desaprobado
L-2025-4649,F,La Matanza,18,"8,52",Empleado en relación de dependencia,Universitario completo,Si,25 a 34,Aprobado
L-2025-4650,M,Quilmes,34,"7,48",Empleado en relación de dependencia,Secundario completo,Si,25 a 34,Aprobado
L-2025-4651,F,La Matanza,37,"7,98",Desempleado,Terciario en curso,Si,45 a 54,Aprobado
L-2025-4652,F,La Plata,35,"5,27",Desempleado,Secundario completo,Si,35 a 44,Desaprobado
L-2025-4653,F,La Plata,33,"8,26",Empleo informal,Secundario completo,No,25 a 34,Aprobado
L-2025-4654,M,Lanús,32,"4,42",Monotributista / independiente,Secundario completo,No,25 a 34,Destacado
L-2025-4655,F,Mar del Plata,38,"8,47",Monotributista / independiente,Secundario completo,Si,25 a 34,Aprobado
L-2025-4656,F,La Plata,38,"4,64",Monotributista / independiente,Primario completo,Si,18 a 24,Desaprobado
L-2025-4657,M,Mar del Plata,15,"4,92",Ama de casa / tareas de cuidado,Secundario completo,Si,35 a 44,Desaprobado
L-2025-4658,F,Quilmes,35,"6,09",Monotributista / independiente,Secundario completo,No,35 a 44,Aprobado
L-2025-4659,M,Lomas de Zamora,36,"4,14",Empleado en relación de dependencia,Primario completo,Si,35 a 44,Desaprobado
L-2025-4660,F,Mar del Plata,29,"5,29",Monotributista / independiente,Secundario completo,Si,35 a 44,Desaprobado
L-2025-4661,M,La Matanza,33,"10,00",Ama de casa / tareas de cuidado,Secundario completo,Si,45 a 54,Destacado
L-2025-4662,M,La Matanza,32,"5,30",Monotributista / independiente,Universitario incompleto,Si,45 a 54,Desaprobado
L-2025-4663,F,Mar del Plata,33,"9,24",Monotributista / independiente,Terciario en curso,Si,45 a 54,Destacado
L-2025-4664,F,General San Martín,34,"5,54",Empleado en relación de dependencia,Sin escolaridad formal,Si,35 a 44,Desaprobado
L-2025-4665,F,Mar del Plata,33,"7,98",Empleo informal,Secundario completo,Si,25 a 34,Aprobado
L-2025-4666,M,La Matanza,34,"10,00",Empleado en relación de dependencia,Secundario completo,Si,45 a 54,Destacado
L-2025-4667,F,La Matanza,32,"6,92",Desempleado,Secundario incompleto,Si,18 a 24,Aprobado
L-2025-4668,F,La Matanza,38,"8,45",Empleado en relación de dependencia,Secundario completo,Si,25 a 34,Aprobado
L-2025-4669,F,La Matanza,36,"7,54",Empleo informal,Secundario incompleto,Si,35 a 44,Aprobado
L-2025-4670,M,La Matanza,22,"7,45",Empleado en relación de dependencia,Terciario completo,Si,25 a 34,Aprobado
L-2025-4671,F,Almirante Brown,33,"7,21",Empleado en relación de dependencia,Secundario completo,Si,25 a 34,Aprobado
